,pit_id,avg_amp
0,COGM2S37_20200201,0.0345745337123375
1,COGMSO_20200321_1006,0.0549841270226636
2,COGM5S31_20200130,0.0345745337123375
3,COGMCO_20200318_0825,0.04776910136841645
4,COGM2C2_20200131,0.025515188589388
5,COGMSO_20200328_1630,0.0549841270226636
6,COGMSO_20200406_0650,0.08484487117967626
7,COGM1C7_20200131,0.0312997385110662
8,COGM6C10_20200131,0.0312997385110662
9,COGM1N23_20200211,0.0360191448985176
10,COGM8N34_20200130,0.0481329143505604
11,COGMSO_20200212_1252,0.0549841270226636
12,COGM6S44_20200204,0.03912021892486445
13,COGMSO_20200225_1500,0.0549841270226636
14,COGM1N1_20200208,0.05345114375154475
15,COGM3N22_20200128,0.0360191448985176
16,COGMSO_20200328_0900,0.08484487117967626
17,COGM2N12_20200131,0.0360191448985176
18,COGMSO_20200419_1600,0.0549841270226636
19,COGM2S48_20200129,0.03912021892486445
20,COGM2C3_20200131,0.025515188589388
21,COGM5C27_20200209,0.0404170465999982
22,COGMCO_20200219_0930,0.04776910136841645
23,COGMSO_20200122_1455,0.0549841270226636
24,COGMCO_20200212_0852,0.04776910136841645
25,COGM1C1_20200208,0.0340715271591278
26,COGMSO_20200306_1705,0.0549841270226636
27,COGMFL2A_20200211,0.05345114375154475
28,COGM2N13_20200206,0.0360191448985176
29,COGM6S32_20200206,0.0345745337123375
30,COGMCO_20200131_0830,0.04776910136841645
31,COGM2C4_20200131,0.025515188589388
32,COGM4N2_20200128,0.05345114375154475
33,COGM3N53_20200128,0.042805740381304205
34,COGM3S14_20200201,0.034234998686081
35,COGM2N21_20200211,0.0360191448985176
36,COGMCO_20200325_1015,0.04776910136841645
37,COGM7N40_20200204,0.04742695930077185
38,COGMSO_20200304_1550,0.0549841270226636
39,COGM1S2_20200208,0.0322210330504262
40,COGM2S27_20200204,0.0345745337123375
41,COGM2N4_20200128,0.05345114375154475
42,COGMCO_20191220_1030,0.04776910136841645
43,COGMCO_20200122_1015,0.04776910136841645
44,COGM2S45_20200210,0.03912021892486445
45,COGM9N29_20200130,0.0481329143505604
46,COGM6S26_20200212,0.0345745337123375
47,COGM2C33_20200130,0.03772402086710965
48,COGM1N5_20200211,0.031713326296106445
49,COGM6S53_20200206,0.0372151387508239
50,COGM6N18_20200128,0.0360191448985176
51,COGM9N42_20200204,0.04742695930077185
52,COGM1N6_20200128,0.031713326296106445
53,COGM1C5_20200212,0.025515188589388
54,COGM2S11_20200201,0.0280529507721638
55,COGM1N3_20200211,0.05345114375154475
56,COGM3S38_20200201,0.0345745337123375
57,COGMCO_20200304_0921,0.04776910136841645
58,COGM1S1_20200129,0.0322210330504262
59,COGM2S36_20200129,0.0345745337123375
60,COGM1S12_20200211,0.0280529507721638
61,COGM3S33_20200204,0.0345745337123375
62,COGM6N31_20200130,0.0481329143505604
63,COGM5N19_20200128,0.0360191448985176
64,COGM2N14_20200211,0.0360191448985176
65,COGM6N46_20200201,0.042805740381304205
66,COGM5C20_20200130,0.0360191448985176
67,COGM2S20_20200206,0.0404170465999982
68,COGM5N10_20200210,0.033866235597312
69,COGMCO_20191219_1220,0.04776910136841645
70,COGM5N15_20200206,0.0360191448985176
71,COGM2S10_20200205,0.0280529507721638
72,COGM1N7_20200211,0.031713326296106445
73,COGM2S4_20200205,0.030136991911295
74,COGM2S9_20200205,0.0280529507721638
75,COGM3S5_20200129,0.0280529507721638
76,COGM2C13_20200212,0.027878999630026102
77,COGMSO_20200312_1520,0.0549841270226636
78,COGM2N8_20200208,0.031713326296106445
79,COGM6S34_20200204,0.0345745337123375
80,COGM5N10_20200128,0.033866235597312
81,COGM2S16_20200208,0.0404170465999982
82,COGM5C21_20200130,0.0481329143505604
83,COGMSO_20200406_1600,0.08484487117967626
84,COGM2S7_20200208,0.0280529507721638
85,COGM5N11_20200210,0.033866235597312
86,COGM3N26_20200208,0.042076029624539
87,COGM5S42_20200204,0.03912021892486445
88,COGMSO_20200219_1340,0.0549841270226636
89,COGM2S25_20200129,0.0345745337123375
90,COGM1S13_20200205,0.0280529507721638
91,COGM9N44_20200201,0.04742695930077185
92,COGM5S29_20200204,0.0345745337123375
93,COGM5N24_20200212,0.0360191448985176
94,COGMSO_20200422_1512,0.0549841270226636
95,COGM6C24_20200131,0.0481329143505604
96,COGMCO_20200417_1509,0.04776910136841645
97,COGM1C1_20200131,0.0340715271591278
98,COGM6C34_20200201,0.03966979504613375
99,COGM6N36_20200130,0.04742695930077185
100,COGM2N49_20200210,0.042805740381304205
101,COGM2N48_20200201,0.042805740381304205
102,COGM1S17_20200208,0.0404170465999982
103,COGM3S47_20200129,0.03912021892486445
104,COGM1S8_20200201,0.0280529507721638
105,COGMCO_20200312_0850,0.04776910136841645
106,COGM5S24_20200129,0.0345745337123375
107,COGMSO_20200421_0553,0.0549841270226636
108,COGM1C8_20200131,0.0312997385110662
109,COGM6N16_20200208,0.0360191448985176
110,COGM3S52_20200204,0.0372151387508239
111,COGM2C9_20200131,0.0312997385110662
112,COGM1C14_20200131,0.04618153585552415
113,COGM5S21_20200201,0.0404170465999982
114,COGMCO_20200226_0715,0.04776910136841645
115,COGMSO_20200421_1626,0.0549841270226636
116,COGM2C12_20200212,0.0312997385110662
117,COGM2C6_20200131,0.0312997385110662
118,COGM5N32_20200212,0.0481329143505604
119,COGMFL1B_20200212,0.0404170465999982
120,COGM2S6_20200211,0.0280529507721638
121,COGM2S46_20200204,0.03912021892486445
122,COGM6S22_20200205,0.0404170465999982
123,COGM2S3_20200129,0.0322210330504262
124,COGMSO_20191219_1600,0.0549841270226636
125,COGM1N20_20200205,0.0360191448985176
126,COGM2S35_20200130,0.0345745337123375
127,COGMSO_20200131_1225,0.0549841270226636
