"","pit_id","height","site_name","latitude","longitude","date","grain_size","density","temperature"
"1","COGM1C1_20200131",83,"Grand Mesa",39.0641795356394,-108.220220377695,"2020-01-31",1.375,249.388888888889,-5.71
"2","COGM1C1_20200208",77,"Grand Mesa",39.064288093992,-108.220239228998,"2020-02-08",1.57142857142857,289.1875,-4.82222222222222
"3","COGM1C14_20200131",81,"Grand Mesa",39.0472158503368,-108.198414792763,"2020-01-31",2.15,263.142857142857,-5.48888888888889
"4","COGM1C5_20200212",75,"Grand Mesa",39.0618791028934,-108.215561275628,"2020-02-12",1.41666666666667,302.833333333333,-6.57777777777778
"5","COGM1C7_20200131",96,"Grand Mesa",39.0586741746643,-108.21038344248,"2020-01-31",1.75,277.833333333333,-5.99090909090909
"6","COGM1C8_20200131",86,"Grand Mesa",39.0572112992594,-108.209112235196,"2020-01-31",1.375,272.1875,-5.47
"7","COGM1N1_20200208",67,"Grand Mesa",39.0346227577076,-108.221437366543,"2020-02-08",1.1,286.142857142857,-4.35
"8","COGM1N20_20200205",35,"Grand Mesa",39.0312619703727,-108.189481332066,"2020-02-05",2.0625,230.75,-9.68
"9","COGM1N23_20200211",68,"Grand Mesa",39.0318356661912,-108.186374550131,"2020-02-11",2.0625,293.928571428571,-5.8625
"10","COGM1N3_20200211",67,"Grand Mesa",39.0337872354175,-108.2185130284,"2020-02-11",2.20833333333333,259.714285714286,-5.2375
"11","COGM1N5_20200211",88,"Grand Mesa",39.0361752036814,-108.211372936586,"2020-02-11",2.41666666666667,282.895833333333,-3.54
"12","COGM1N6_20200128",92,"Grand Mesa",39.0359562480281,-108.20975279652,"2020-01-28",1.6875,236.85,-4.81666666666667
"13","COGM1N7_20200211",84,"Grand Mesa",39.0320595835349,-108.205794062252,"2020-02-11",1.79166666666667,327.083333333333,-3.91818181818182
"14","COGM1S1_20200129",83,"Grand Mesa",39.0211989528399,-108.205598296816,"2020-01-29",1.75,238.722222222222,-4.81
"15","COGM1S12_20200211",90,"Grand Mesa",39.0182635121411,-108.191416857661,"2020-02-11",2.39285714285714,298.1875,-5.33
"16","COGM1S13_20200205",83,"Grand Mesa",39.0177894009436,-108.190061364935,"2020-02-05",1.625,323.722222222222,-8.99
"17","COGM1S17_20200208",98,"Grand Mesa",39.0197517481089,-108.181784025492,"2020-02-08",2.10714285714286,292.962962962963,-3.81818181818182
"18","COGM1S2_20200208",82,"Grand Mesa",39.0199479188528,-108.203395562149,"2020-02-08",1.52777777777778,278.62962962963,-5.38181818181818
"19","COGM1S8_20200201",74,"Grand Mesa",39.0216566974624,-108.197646042038,"2020-02-01",2.1875,257.020833333333,-7.67777777777778
"20","COGM2C12_20200212",90,"Grand Mesa",39.0532363058077,-108.200764894381,"2020-02-12",1.5625,281.8125,-6.81
"21","COGM2C13_20200212",78,"Grand Mesa",39.0496091045207,-108.200908189036,"2020-02-12",1.875,262.857142857143,-6.24
"22","COGM2C2_20200131",87,"Grand Mesa",39.0629517838897,-108.218604520105,"2020-01-31",2.25,276.428571428571,-7.57
"23","COGM2C3_20200131",70,"Grand Mesa",39.0623265982803,-108.217323270146,"2020-01-31",1.07142857142857,255.857142857143,-6.2875
"24","COGM2C33_20200130",98,"Grand Mesa",39.0131096309495,-108.161262140107,"2020-01-30",2.5,278.222222222222,-5.25454545454545
"25","COGM2C4_20200131",88,"Grand Mesa",39.0620001741844,-108.216480972336,"2020-01-31",1.65,274.125,-7.1
"26","COGM2C6_20200131",96,"Grand Mesa",39.0593631618288,-108.213198904053,"2020-01-31",1.25,291.65,-4.9
"27","COGM2C9_20200131",95,"Grand Mesa",39.0561071768174,-108.208150471721,"2020-01-31",1.875,262.75,-6.89090909090909
"28","COGM2N12_20200131",99,"Grand Mesa",39.0347915564277,-108.198755654759,"2020-01-31",1.20833333333333,266.516666666667,-4.22727272727273
"29","COGM2N13_20200206",139,"Grand Mesa",39.0339657462133,-108.196258595287,"2020-02-06",1.375,318.285714285714,-5.30666666666667
"30","COGM2N14_20200211",96,"Grand Mesa",39.0333258953454,-108.194377986989,"2020-02-11",1.5,296.722222222222,-5.24545454545455
"31","COGM2N21_20200211",103,"Grand Mesa",39.0321015161112,-108.187311162824,"2020-02-11",1.875,298.8,-4.47272727272727
"32","COGM2N4_20200128",86,"Grand Mesa",39.0362930968032,-108.217814036573,"2020-01-28",1.32142857142857,271.357142857143,-4.8
"33","COGM2N48_20200201",97,"Grand Mesa",39.0322282015729,-108.148772864925,"2020-02-01",1.15625,255.816666666667,-3.88181818181818
"34","COGM2N49_20200210",95,"Grand Mesa",39.0297447310763,-108.14889582946,"2020-02-10",1.69444444444444,330.185185185185,-3.87272727272727
"35","COGM2N8_20200208",85,"Grand Mesa",39.0356437754378,-108.203481144833,"2020-02-08",1.20833333333333,291.97619047619,-4.53
"36","COGM2S10_20200205",77,"Grand Mesa",39.0194743669932,-108.192315910525,"2020-02-05",1.41666666666667,294.642857142857,-8.7
"37","COGM2S11_20200201",100,"Grand Mesa",39.0215803079629,-108.191851432711,"2020-02-01",2.85,279.055555555556,-4.37272727272727
"38","COGM2S16_20200208",94,"Grand Mesa",39.0187720237461,-108.182250246073,"2020-02-08",2.0625,285.703703703704,-3.85454545454545
"39","COGM2S20_20200206",92,"Grand Mesa",39.0191612196284,-108.176368081337,"2020-02-06",1.46428571428571,250.222222222222,-5.27272727272727
"40","COGM2S25_20200129",103,"Grand Mesa",39.0162463741449,-108.168365755808,"2020-01-29",1,258.283333333333,-3.59166666666667
"41","COGM2S27_20200204",70,"Grand Mesa",39.0179582033088,-108.167258069364,"2020-02-04",1.625,272.5,-6.3625
"42","COGM2S3_20200129",66,"Grand Mesa",39.0210889176264,-108.202888617219,"2020-01-29",1.35714285714286,230.666666666667,-5.62222222222222
"43","COGM2S35_20200130",99,"Grand Mesa",39.0165603444232,-108.162382815446,"2020-01-30",1.82142857142857,264.944444444444,-4.30909090909091
"44","COGM2S36_20200129",95,"Grand Mesa",39.0157410531104,-108.162034500527,"2020-01-29",1.25,250.481481481481,-3.85454545454545
"45","COGM2S37_20200201",104,"Grand Mesa",39.0192596377805,-108.159283748669,"2020-02-01",1.27777777777778,269.318181818182,-5.47692307692308
"46","COGM2S4_20200205",74,"Grand Mesa",39.0179514619434,-108.201291605332,"2020-02-05",1.89285714285714,351.25,-11.52
"47","COGM2S45_20200210",91,"Grand Mesa",39.0156487850609,-108.143503645668,"2020-02-10",2,268.625,-3.41
"48","COGM2S46_20200204",89,"Grand Mesa",39.0161193715382,-108.141752488653,"2020-02-04",1.21428571428571,272.481481481481,-5.12
"49","COGM2S48_20200129",85,"Grand Mesa",39.0155576353391,-108.139419336114,"2020-01-29",1.45,232.375,-4.09
"50","COGM2S6_20200211",89,"Grand Mesa",39.0218920979425,-108.197694487227,"2020-02-11",1.83333333333333,319.041666666667,-4.822
"51","COGM2S7_20200208",75,"Grand Mesa",39.0186600777927,-108.197787522482,"2020-02-08",1.75,281.142857142857,-4.62222222222222
"52","COGM2S9_20200205",70,"Grand Mesa",39.0211555115864,-108.192168523911,"2020-02-05",1.9375,272.2,-9.3
"53","COGM3N22_20200128",100,"Grand Mesa",39.032206546182,-108.186810312932,"2020-01-28",1.34375,247.5,-4.71666666666667
"54","COGM3N26_20200208",107,"Grand Mesa",39.0334145786603,-108.184232718284,"2020-02-08",1.33333333333333,291.621212121212,-3.36923076923077
"55","COGM3N53_20200128",110,"Grand Mesa",39.0293418909152,-108.143113814466,"2020-01-28",1,256.530303030303,-4
"56","COGM3S14_20200201",103,"Grand Mesa",39.0192331018693,-108.185673429646,"2020-02-01",1.84375,277.954545454545,-4.225
"57","COGM3S33_20200204",102,"Grand Mesa",39.0168271845385,-108.164092826417,"2020-02-04",1.38888888888889,284.136363636364,-6.60833333333333
"58","COGM3S38_20200201",108,"Grand Mesa",39.016805948539,-108.156933786007,"2020-02-01",1.25,281.45,-4.56666666666667
"59","COGM3S47_20200129",102,"Grand Mesa",39.014367412486,-108.141580568592,"2020-01-29",1.375,241.727272727273,-3.14166666666667
"60","COGM3S5_20200129",108,"Grand Mesa",39.0191126246793,-108.198624246687,"2020-01-29",1.46428571428571,287.666666666667,NA
"61","COGM3S52_20200204",100,"Grand Mesa",39.0164675304753,-108.126598904524,"2020-02-04",1.375,262.9,-4.59636363636364
"62","COGM4N2_20200128",76,"Grand Mesa",39.0364754430594,-108.220925796318,"2020-01-28",1.3,232,-5.96666666666667
"63","COGM5C20_20200130",112,"Grand Mesa",39.0378076048972,-108.187824082194,"2020-01-30",0.833333333333333,236.791666666667,-5.24615384615385
"64","COGM5C21_20200130",90,"Grand Mesa",39.0353421582009,-108.18235416155,"2020-01-30",2.21428571428571,264.625,-5.8
"65","COGM5C27_20200209",100,"Grand Mesa",39.0254657412136,-108.173691660551,"2020-02-09",1.61538461538462,134.685315789474,-3.11
"66","COGM5N10_20200128",85,"Grand Mesa",39.0331238619507,-108.199838028832,"2020-01-28",1.83333333333333,239.214285714286,-4.48
"67","COGM5N10_20200210",101,"Grand Mesa",39.0331336941861,-108.199872293384,"2020-02-10",1.61111111111111,255.7,-3.62727272727273
"68","COGM5N11_20200210",98,"Grand Mesa",39.0356530074338,-108.199738136931,"2020-02-10",1.27777777777778,289.8,-3.10909090909091
"69","COGM5N15_20200206",113,"Grand Mesa",39.0337628393617,-108.191946528278,"2020-02-06",1.45833333333333,275,-4.91538461538462
"70","COGM5N19_20200128",102,"Grand Mesa",39.0335743337375,-108.190105832884,"2020-01-28",1.3125,239.090909090909,-5.05
"71","COGM5N24_20200212",106,"Grand Mesa",39.0329451163152,-108.185683673372,"2020-02-12",1.775,306.954545454545,-3.50769230769231
"72","COGM5N32_20200212",102,"Grand Mesa",39.0304442550679,-108.171691359214,"2020-02-12",1.775,278.777777777778,-4.12142857142857
"73","COGM5S21_20200201",110,"Grand Mesa",39.019348435717,-108.1751711176,"2020-02-01",1.92857142857143,265.090909090909,-3.53333333333333
"74","COGM5S24_20200129",97,"Grand Mesa",39.0182634967474,-108.169070535218,"2020-01-29",0.928571428571429,257.222222222222,-4.12727272727273
"75","COGM5S29_20200204",110,"Grand Mesa",39.0180100877311,-108.165315863425,"2020-02-04",1.28571428571429,278.466666666667,-4.91666666666667
"76","COGM5S31_20200130",112,"Grand Mesa",39.0194661890254,-108.164807278235,"2020-01-30",1.30555555555556,275.875,-3.78461538461538
"77","COGM5S42_20200204",88,"Grand Mesa",39.0158909146036,-108.148609673273,"2020-02-04",1.59375,267.925925925926,-5.16
"78","COGM6C10_20200131",117,"Grand Mesa",39.0553809685939,-108.20378834172,"2020-01-31",1.41666666666667,258.409090909091,-4.96923076923077
"79","COGM6C24_20200131",112,"Grand Mesa",39.027807920217,-108.172570361298,"2020-01-31",1.5,238.636363636364,-5.42307692307692
"80","COGM6C34_20200201",104,"Grand Mesa",39.0121412652252,-108.154799673431,"2020-02-01",1.53125,264.045454545455,-3.69230769230769
"81","COGM6N16_20200208",121,"Grand Mesa",39.0314656014445,-108.191575481294,"2020-02-08",1.33333333333333,334.538461538462,-3.2
"82","COGM6N18_20200128",92,"Grand Mesa",39.0340381648638,-108.191034638968,"2020-01-28",1.1875,224.05,-7.27272727272727
"83","COGM6N31_20200130",102,"Grand Mesa",39.030364949326,-108.173993061466,"2020-01-30",1.46875,252.681818181818,-4.61666666666667
"84","COGM6N36_20200130",114,"Grand Mesa",39.0322781014912,-108.16818763441,"2020-01-30",1.20833333333333,242.597222222222,-4.00769230769231
"85","COGM6N46_20200201",97,"Grand Mesa",39.0281313856883,-108.151813556049,"2020-02-01",1.10714285714286,283.777777777778,-4.87272727272727
"86","COGM6S22_20200205",101,"Grand Mesa",39.0200216935338,-108.171356313051,"2020-02-05",1.65,247.222222222222,-6.3
"87","COGM6S26_20200212",112,"Grand Mesa",39.0184014605302,-108.167332756711,"2020-02-12",2.4375,296.833333333333,-4.99230769230769
"88","COGM6S32_20200206",103,"Grand Mesa",39.016922780734,-108.164689513164,"2020-02-06",1.03125,258.194444444444,-7.29230769230769
"89","COGM6S34_20200204",70,"Grand Mesa",39.0158003775715,-108.162621077834,"2020-02-04",1.65,254.583333333333,-7.6
"90","COGM6S44_20200204",104,"Grand Mesa",39.016753311573,-108.146300020417,"2020-02-04",1,257.045454545455,-5.70833333333333
"91","COGM6S53_20200206",101,"Grand Mesa",39.0161033164304,-108.124615849056,"2020-02-06",1.46428571428571,252.6,-5.2
"92","COGM7N40_20200204",100,"Grand Mesa",39.0307002284909,-108.163688209227,"2020-02-04",1.3125,277,-6.25833333333333
"93","COGM8N34_20200130",105,"Grand Mesa",39.0316163693352,-108.170616597358,"2020-01-30",0.928571428571429,263.3,-3.475
"94","COGM9N29_20200130",120,"Grand Mesa",39.0331432313831,-108.177855837314,"2020-01-30",1.875,254.090909090909,-4.75384615384615
"95","COGM9N42_20200204",115,"Grand Mesa",39.0328513324484,-108.162123651702,"2020-02-04",1.28571428571429,256.909090909091,-6.01538461538462
"96","COGM9N44_20200201",143,"Grand Mesa",39.0287455818399,-108.1600010412,"2020-02-01",0.972222222222222,286.955555555556,-4.4625
"97","COGMCO_20191219_1220",61,"Grand Mesa",39.03057,-108.03281,"2019-12-19",0.9,239.416666666667,-6.225
"98","COGMCO_20191220_1030",60,"Grand Mesa",39.03056,-108.03218,"2019-12-20",1.6,249.583333333333,-9.22857142857143
"99","COGMCO_20200122_1015",107,"Grand Mesa",39.03052,-108.03218,"2020-01-22",1.2,243.041666666667,-5.41538461538462
"100","COGMCO_20200131_0830",114,"Grand Mesa",39.03056,-108.03214,"2020-01-31",0.928571428571429,254.277777777778,-7.40769230769231
"101","COGMCO_20200212_0852",103,"Grand Mesa",39.03053,-108.03219,"2020-02-12",1.59375,258,-6.84166666666667
"102","COGMCO_20200219_0930",113,"Grand Mesa",39.03057,-108.03218,"2020-02-19",0.5,164.5,-10.1
"103","COGMCO_20200226_0715",113,"Grand Mesa",39.03055,-108.03218,"2020-02-26",1.78571428571429,269.666666666667,-9.13846153846154
"104","COGMCO_20200304_0921",101,"Grand Mesa",39.03052,-108.03218,"2020-03-04",1.875,262.5,-5.68333333333333
"105","COGMCO_20200312_0850",110,"Grand Mesa",39.0305,-108.03215,"2020-03-12",2.35714285714286,259.111111111111,-2.85833333333333
"106","COGMCO_20200318_0825",119,"Grand Mesa",39.03044,-108.03187,"2020-03-18",1.95,266.569444444444,-3.39285714285714
"107","COGMCO_20200325_1015",147,"Grand Mesa",39.03049,-108.03217,"2020-03-25",2.11111111111111,250.857142857143,-2.96875
"108","COGMFL1B_20200212",100,"Grand Mesa",39.0219277222056,-108.174167569245,"2020-02-12",1.46875,285.12962962963,-4.07272727272727
"109","COGMFL2A_20200211",112,"Grand Mesa",39.0344085383363,-108.219632222732,"2020-02-11",1.63888888888889,325.541666666667,-6.42307692307692
"110","COGMSO_20191219_1600",57,"Grand Mesa",39.04418,-108.06201,"2019-12-19",1.1,257.7,-8.78
"111","COGMSO_20200122_1455",98,"Grand Mesa",39.04417,-108.06202,"2020-01-22",1.825,239.575757575758,-4.14615384615385
"112","COGMSO_20200212_1252",102,"Grand Mesa",39.04415,-108.06202,"2020-02-12",1.46875,206.611111111111,-4.5
"113","COGMSO_20200219_1340",109,"Grand Mesa",39.04417,-108.06205,"2020-02-19",0.5,215,-4.3
"114","COGMSO_20200225_1500",85,"Grand Mesa",39.04417,-108.06195,"2020-02-25",2.5,246.125,-5.8
"115","COGMSO_20200304_1550",98,"Grand Mesa",39.04417,-108.06205,"2020-03-04",1.6,277.4,-4.62727272727273
"116","COGMSO_20200306_1705",89,"Grand Mesa",39.04307,-108.06467,"2020-03-07",1.35714285714286,292.1875,-3.18
"117","COGMSO_20200312_1520",103,"Grand Mesa",39.04416,-108.06203,"2020-03-12",1.83333333333333,249,-1.525
"118","COGMSO_20200321_1006",136,"Grand Mesa",39.04492,-108.06202,"2020-03-21",2.11111111111111,245.307692307692,-3.45333333333333
"119","COGMSO_20200328_0900",160,"Grand Mesa",39.05096,-108.06127,"2020-03-28",1.68181818181818,220.117647058824,-2.73888888888889
"120","COGMSO_20200328_1630",147,"Grand Mesa",39.04412,-108.062,"2020-03-28",1.88636363636364,270.178571428571,-2.76875
"121","COGMSO_20200406_0650",130,"Grand Mesa",39.05089,-108.06132,"2020-04-06",1.64285714285714,308.730769230769,-1.39230769230769
"122","COGMSO_20200406_1600",141,"Grand Mesa",39.05093,-108.0613,"2020-04-06",1.35,336.511111111111,-0.611764705882353
"123","COGMSO_20200419_1600",130,"Grand Mesa",39.0441,-108.06182,"2020-04-19",1.27777777777778,332,-0.692857142857143
"124","COGMSO_20200421_0553",107,"Grand Mesa",39.044,-108.06216,"2020-04-21",1.61111111111111,319.378787878788,-2.28461538461538
"125","COGMSO_20200421_1626",109,"Grand Mesa",39.04404,-108.06216,"2020-04-21",1.8125,334.066666666667,-0.275
"126","COGMSO_20200422_1512",121,"Grand Mesa",39.04404,-108.06224,"2020-04-22",1.78571428571429,352.121212121212,-0.3
"127","COGMWO_20200305_0809",88,"Grand Mesa",39.03418,-108.2148,"2020-03-05",2,281.125,-7.91111111111111
"128","COGMWO_20200316_0841",112,"Grand Mesa",39.03432,-108.21346,"2020-03-16",1.6875,287.541666666667,-2.8
"129","COGMWO_20200316_1358",104,"Grand Mesa",39.03414,-108.21219,"2020-03-16",1.8125,276.090909090909,-1.53846153846154
"130","COGMWO_20200316_1519",80,"Grand Mesa",39.0345,-108.21472,"2020-03-16",2.2,269.4375,-1.46666666666667
"131","COGMWO_20200331_0934",138,"Grand Mesa",39.03363,-108.21405,"2020-03-31",1.42857142857143,270.076923076923,-2.78
"132","COGMWO_20200331_1530",161,"Grand Mesa",39.0337,-108.21403,"2020-03-31",1.79166666666667,287.794117647059,-1.57894736842105
"133","COGMWO_20200408_1551",133,"Grand Mesa",39.03396,-108.21386,"2020-04-08",1.64285714285714,326.666666666667,-0.6
"134","COGMWO_20200409_0550",139,"Grand Mesa",39.03381,-108.21387,"2020-04-09",1.375,334.846153846154,-1.36
"135","COGMWO_20200409_1218",133,"Grand Mesa",39.03373,-108.21407,"2020-04-09",0.928571428571429,359.5,-0.421428571428571
"136","COGMWO_20200409_1615",113,"Grand Mesa",39.03398,-108.2139,"2020-04-09",1.1875,365.136363636364,-0.184615384615385
